Episode,Epsilon,Reward,Avg10,Loss
1,0.999726875,-6.2,-6.2,0
2,0.9990025,3.4099999999999966,-1.3950000000000018,0
3,0.998765,-7.58,-3.4566666666666683,0
4,0.998230625,-1.254999999999999,-2.906250000000001,54.735751152038574
5,0.997613125,5.274999999999999,-1.270000000000001,127.47433912754059
6,0.997185625,5.389999999999999,-0.16000000000000103,96.47144889831543
7,0.996568125,-0.03999999999999915,-0.14285714285714363,141.5344021320343
8,0.995926875,2.5749999999999993,0.19687499999999925,137.49287196993828
9,0.9948225,10.530000000000017,1.3450000000000013,183.5615087300539
10,0.9922575,43.44499999999999,5.555000000000001,323.01714619249105
11,0.991485625,4.885,6.663500000000001,68.33467998355627
12,0.99038125,15.940000000000007,7.916500000000001,101.84193025529385
13,0.989751875,8.705000000000004,9.545000000000002,48.426027335226536
14,0.98928875,-2.5650000000000013,9.414000000000001,32.76515436172485
15,0.98879,1.365000000000002,9.023000000000001,37.17221775650978
16,0.988089375,1.7299999999999986,8.657000000000004,46.84106674045324
17,0.987851875,-9.085,7.752500000000003,14.88340999931097
18,0.987543125,-0.9949999999999974,7.395500000000001,16.236774444580078
19,0.9867475,7.309999999999997,7.073499999999998,45.384801268577576
20,0.986141875,0.815000000000003,2.810500000000001,28.681640297174454
21,0.985275,10.98000000000001,3.4200000000000026,35.820035476237535
22,0.984788125,1.6499999999999968,1.991000000000001,18.86518381536007
23,0.984503125,-7.705000000000001,0.3500000000000008,12.465972885489464
24,0.984146875,-2.6800000000000006,0.3385000000000007,13.482806749641895
25,0.983529375,4.854999999999995,0.6875,17.52294685691595
26,0.9827575,11.76000000000001,1.6905000000000012,20.245922282338142
27,0.98168875,23.57,4.956000000000001,29.170601096004248
28,0.980584375,30.929999999999993,8.1485,37.975570730865
29,0.9784349999999999,54.544999999999966,12.871999999999996,57.07127853855491
30,0.97689125,21.170000000000016,14.907499999999999,40.10249353200197
31,0.976356875,-0.8750000000000036,13.721999999999998,12.260418873280287
32,0.975786875,1.8350000000000009,13.7405,14.5741609595716
33,0.975050625,6.135000000000003,15.124499999999998,12.663884527981281
34,0.974445,4.4350000000000005,15.835999999999995,11.133681047707796
35,0.972390625,66.40999999999998,21.991499999999995,41.992376517504454
36,0.971179375,14.455000000000004,22.261,25.333155941218138
37,0.9705025,4.715,20.3755,17.080199968069792
38,0.9691725,16.86,18.968499999999995,33.327080227434635
39,0.966500625,47.46499999999998,18.260499999999997,50.570595256984234
40,0.96544375,23.855000000000004,18.528999999999996,22.658821374177933
41,0.96447,9.725,19.588999999999995,18.704305235296488
42,0.96411375,-5.310000000000002,18.874499999999998,6.087257917970419
43,0.96335375,24.824999999999996,20.743499999999997,17.31231888756156
44,0.962463125,9.554999999999998,21.255499999999994,16.916900124400854
45,0.96188125,6.999999999999998,15.314499999999999,16.378493022173643
46,0.96154875,-5.295,13.339500000000001,6.06785324588418
47,0.96059875,10.310000000000011,13.899000000000001,22.07832029648125
