Episode,Epsilon,Reward,Avg10,Loss
1,0.999726875,-7.65,-7.65,0
2,0.9987175,2.4700000000000184,-2.589999999999991,61.1116575114429
3,0.998230625,-2.1099999999999985,-2.4299999999999935,68.78124415129423
4,0.99726875,11.499999999999998,1.0525000000000044,170.26735737919807
5,0.996496875,-0.9699999999999935,0.6480000000000048,134.8611931502819
6,0.99555875,1.6600000000000161,0.8166666666666734,136.21219097077847
7,0.995048125,-5.629999999999998,-0.10428571428570825,89.37899918109179
8,0.994478125,10.780000000000006,1.2562500000000063,83.7010989561677
9,0.99361125,-1.5499999999999918,0.944444444444451,145.77132135629654
10,0.99318375,-6.569999999999999,0.19300000000000592,68.97700571268797
11,0.99228125,1.9600000000000168,1.1540000000000075,146.53133485093713
12,0.992115,-9.879999999999999,-0.08099999999999419,21.73540821671486
13,0.990986875,8.87000000000001,1.0170000000000066,154.7080302722752
14,0.990796875,-10.01,-1.1339999999999928,39.67637277394533
15,0.990298125,5.329070518200751e-15,-1.0369999999999933,74.67339358106256
16,0.989870625,-3.6599999999999957,-1.5689999999999944,58.292541570961475
17,0.9893125,-4.299999999999997,-1.4359999999999944,90.38032725825906
18,0.988778125,10.810000000000008,-1.432999999999994,107.69534185528755
19,0.988065625,1.6200000000000117,-1.115999999999994,120.50469994544983
20,0.987281875,-0.2999999999999883,-0.4889999999999929,132.0326490700245
21,0.986474375,-1.2999999999999918,-0.8149999999999938,135.5731853544712
22,0.985856875,-4.0699999999999985,-0.23399999999999369,89.1306367740035
23,0.9856075,-10.11,-2.131999999999995,31.574795946478844
24,0.9851800000000001,-2.0699999999999976,-1.3379999999999943,92.11543104052544
25,0.984978125,-9.61,-2.298999999999995,43.60059855133295
26,0.984360625,0.4300000000000086,-1.8899999999999941,102.69465850293636
27,0.984004375,-6.869999999999999,-2.146999999999994,55.03664652258158
28,0.983695625,-8.89,-4.1169999999999956,41.57178075611591
29,0.9829475,11.619999999999989,-3.1169999999999973,144.42153592407703
30,0.981914375,2.340000000000016,-2.852999999999997,194.81559064239264
31,0.98130875,0.3300000000000072,-2.689999999999997,93.73059922456741
32,0.980845625,-5.550000000000002,-2.837999999999998,80.64277248829603
33,0.97955125,7.300000000000024,-1.0969999999999955,207.03735025972128
34,0.97883875,1.4400000000000066,-0.7459999999999951,92.0575745627284
35,0.97815,-1.429999999999998,0.07200000000000513,103.23588718473911
36,0.976428125,25.729999999999947,2.601999999999999,212.57310035079718
37,0.9754425,2.2100000000000204,3.5100000000000007,125.83844705298543
38,0.97435,3.3500000000000227,4.7340000000000035,151.32823671773076
39,0.973649375,11.400000000000011,4.712000000000006,91.70540264248848
40,0.973221875,-6.989999999999999,3.7790000000000044,39.91738025099039
41,0.972509375,-0.5999999999999925,3.6860000000000044,77.38346666842699
42,0.971203125,18.540000000000013,6.095000000000005,138.76112290471792
43,0.9700275,6.540000000000015,6.019000000000005,131.07084530591965
44,0.968210625,15.179999999999998,7.393000000000003,169.97327499091625
45,0.967331875,-3.009999999999998,7.235000000000002,83.92354593798518
46,0.966191875,9.450000000000005,5.607000000000009,107.2236664891243
47,0.96359125,29.549999999999976,8.341000000000005,224.07889988273382
48,0.963033125,-3.4899999999999975,7.657000000000004,42.74598283134401
49,0.96178625,30.439999999999962,9.560999999999998,81.23228558711708
50,0.959779375,26.569999999999986,12.916999999999998,119.62687905319035
51,0.958164375,11.050000000000013,14.081999999999997,90.8507589083165
52,0.957523125,-2.429999999999998,11.984999999999996,39.82141533493996
53,0.95497,25.159999999999954,13.84699999999999,135.13789528235793
54,0.954055625,3.3500000000000156,12.663999999999993,60.836453871801496
55,0.953841875,-5.459999999999999,12.418999999999993,8.909925416111946
56,0.952915625,3.0600000000000147,11.779999999999992,29.859664760529995
57,0.95176375,9.040000000000015,9.728999999999997,57.24733400158584
58,0.951466875,-4.699999999999998,9.607999999999997,11.852395387366414
59,0.95105125,-6.459999999999999,5.918,15.97096480242908
60,0.950041875,7.180000000000019,3.9790000000000036,40.962083173915744
61,0.949258125,-2.3399999999999963,2.640000000000003,19.856679746881127
62,0.94848625,1.4300000000000086,3.0260000000000034,26.280972879379988
63,0.948236875,-10.049999999999999,-0.4949999999999918,9.704415982589126
64,0.947761875,-5.659999999999999,-1.3959999999999932,18.153167938813567
65,0.94725125,-3.9499999999999975,-1.244999999999993,31.509875452145934
66,0.946503125,3.060000000000013,-1.244999999999993,24.760976903140545
67,0.9460875,-5.709999999999998,-2.7199999999999944,13.640416381880641
68,0.945814375,-3.549999999999998,-2.604999999999994,8.464386472478509
69,0.945529375,-9.18,-2.8769999999999945,15.422725457698107
70,0.944579375,6.320000000000016,-2.9629999999999947,23.92350281216204
71,0.9411475,49.999999999999865,2.270999999999991,86.36571278981864
72,0.94088625,-3.019999999999998,1.8259999999999905,3.7114589381963015
73,0.94007875,-0.03999999999999204,2.826999999999991,22.828443843871355
74,0.938725,12.119999999999996,4.604999999999991,35.82532177492976
75,0.936409375,37.41999999999993,8.741999999999985,51.851679123938084
76,0.93589875,-0.1999999999999904,8.415999999999984,7.875667984597385
77,0.934936875,6.480000000000013,9.634999999999986,19.87601081188768
78,0.934248125,-0.5299999999999887,9.936999999999987,17.626295192167163
79,0.933785,-2.729999999999997,10.581999999999985,12.020357793197036
80,0.933179375,0.8100000000000058,10.030999999999986,14.136913031339645
81,0.93252625,-0.3799999999999901,4.993,16.35384495742619
82,0.93076875,13.270000000000008,6.622,26.304841266945004
83,0.93043625,-3.7399999999999993,6.251999999999999,3.9726958805695176
84,0.929616875,3.5700000000000074,5.397,13.724965430796146
85,0.92939125,-9.14,0.7410000000000068,6.3377164620906115
86,0.92886875,-3.639999999999998,0.3970000000000062,7.041022764518857
87,0.928643125,-9.08,-1.1589999999999954,3.529611239209771
88,0.9283224999999999,-4.079999999999998,-1.513999999999996,3.731293046846986
89,0.927895,-2.9999999999999964,-1.5409999999999964,5.7704042280092835
90,0.92723,-2.0499999999999936,-1.826999999999996,16.698867987841368
91,0.9257575,28.159999999999975,1.0270000000000004,19.629216064698994
92,0.9246175,9.810000000000008,0.6810000000000007,27.16546945925802
93,0.923133125,13.699999999999994,2.425,27.743530948646367
94,0.922005,18.44999999999999,3.912999999999998,26.997441696934402
95,0.92155375,-2.889999999999999,4.5379999999999985,9.606241260655224
96,0.920473125,1.5700000000000216,5.059000000000001,19.643247451633215
97,0.92012875,7.409999999999998,6.708,9.85846714116633
98,0.918264375,15.429999999999994,8.658999999999999,34.97118475846946
99,0.918050625,-10.23,7.935999999999998,4.771751696243882
100,0.916340625,18.509999999999984,9.991999999999996,32.466710506007075
101,0.916150625,-7.459999999999999,6.43,4.845616336911917
102,0.914986875,19.020000000000003,7.350999999999999,28.429606235586107
103,0.914298125,0.16000000000000725,5.997,16.015398021787405
104,0.913443125,13.719999999999994,5.524,23.820724927820265
105,0.913015625,-5.909999999999999,5.222,8.017195391468704
106,0.91203,11.639999999999992,6.228999999999997,33.65796772856265
107,0.90958375,24.94999999999996,7.9829999999999925,53.69599568750709
108,0.909275,-7.029999999999999,5.736999999999995,10.69211492035538
109,0.908515,19.710000000000008,8.730999999999995,14.608168238773942
110,0.90749375,20.969999999999956,8.976999999999993,25.309999771416187
111,0.907006875,9.510000000000003,10.673999999999992,8.350664250552654
112,0.90611625,5.190000000000014,9.290999999999993,29.382397020235658
113,0.905130625,6.650000000000015,9.939999999999994,20.72917266841978
114,0.904726875,-8.39,7.728999999999995,6.662506306543946
115,0.903040625,40.85999999999993,12.405999999999988,36.77657593693584
116,0.9019125,19.050000000000004,13.146999999999988,25.246361038647592
117,0.90117625,-0.6399999999999881,10.587999999999994,15.96346377953887
118,0.898635,24.999999999999964,13.790999999999991,86.42080978304148
119,0.898219375,-3.9999999999999982,11.419999999999991,9.40398620441556
120,0.89609375,21.52999999999998,11.475999999999994,46.86230152193457
121,0.894918125,8.160000000000009,11.340999999999992,16.31675853114575
122,0.892281875,52.39999999999994,16.061999999999987,67.72600289806724
123,0.8909400000000001,6.290000000000033,16.02599999999999,32.289755556732416
124,0.89044125,10.270000000000005,17.89199999999999,10.930309681221843
125,0.89006125,-5.289999999999997,13.276999999999996,15.035616096109152
126,0.8887075,11.430000000000005,12.514999999999997,16.665485091507435
127,0.887935625,0.8600000000000083,12.664999999999996,14.098066580481827
128,0.88759125,-4.629999999999997,9.702,4.802335512824357
129,0.8870925000000001,-0.6599999999999948,10.036,10.614055185578763
130,0.886320625,2.690000000000012,8.152000000000003,13.030183023773134
131,0.8855725,10.539999999999994,8.390000000000002,15.527284073643386
132,0.88488375,-2.4199999999999973,2.9080000000000066,12.589949085377157
133,0.884563125,-3.299999999999999,1.9490000000000038,7.614554180298001
134,0.883066875,23.17000000000001,3.2390000000000043,33.74839904811233
135,0.88250875,33.799999999999976,7.1480000000000015,22.17600783891976
136,0.8822712500000001,-4.839999999999999,5.521000000000002,3.248407321050763
137,0.880596875,12.210000000000006,6.656000000000001,40.226362232118845
138,0.8793856250000001,19.21,9.040000000000001,35.90588438138366
139,0.87802,12.579999999999997,10.364,27.57516511529684
140,0.877355,0.6800000000000086,10.163,17.27547880075872
141,0.87609625,20.419999999999995,11.151,31.95990967936814
142,0.87533625,12.889999999999992,12.681999999999997,27.330572824925184
143,0.874896875,-2.3599999999999977,12.775999999999998,9.610341073013842
144,0.874398125,8.740000000000007,11.332999999999998,18.2494510198012
145,0.872403125,21.359999999999978,10.088999999999999,59.20141565054655
146,0.87156,4.100000000000014,10.983,23.748493411578238
147,0.870313125,5.2200000000000255,10.284000000000002,35.83120044507086
